playerName,tag,shipName,type,class,tier,lastBattle,lastUpdated,battles,winRatio,survivalRatio,survivedWins,survivalWinRatio,playerRating,adjustedRating,averageDamage,averageKills,mainBatteryAccuracy,maxDamage,maxPotentialDamage,shipsSpotted,averageShipsSpotted,averageRamKills,averageSecondaryKills,torpedoKills,torpedoAccuracy,averageScoutingDamage,maxScoutingDamage,baseCaptures,baseDefense
The_Walking_Spreadsheet,R-SKY,Petropavlovsk,Random,Cruiser,10,9/17/2023,9/17/2023,6,0.6667,0.5,3,0.75,2994,516.2069,115292.67,2.33,2.2573,161685,3023562,1,0.17,0,0,0,0,37683.3333,65327,8,170
The_Walking_Spreadsheet,R-SKY,Henri IV,Random,Cruiser,10,9/17/2023,9/17/2023,61,0.4426,0.4098,17,0.6296,1306,1306,88133.97,0.85,3.008,282659,3283528,19,0.31,0,0.0164,0,0,22469.1967,80033,246,739
The_Walking_Spreadsheet,R-SKY,Marceau,Random,Destroyer,10,9/16/2023,9/16/2023,25,0.6,0.28,7,0.4667,2105,1742.069,63529.44,1.08,2.6654,128198,2044100,41,1.64,0,0,1,18.6667,32119.84,143276,875,374
The_Walking_Spreadsheet,R-SKY,Worcester,Random,Cruiser,10,9/17/2023,9/17/2023,207,0.5121,0.4589,78,0.7358,1589,1589,70979.28,0.95,3.5493,188597,2596015,94,0.45,0,0,0,0,22192.9662,91636,2190,3068
The_Walking_Spreadsheet,R-SKY,Moskva,Random,Cruiser,10,9/16/2023,9/16/2023,9,0.7778,0.5556,4,0.5714,1381,380.9655,64736.56,0.33,2.6159,113577,1642600,3,0.33,0,0,0,0,19896.5556,55453,14,84
The_Walking_Spreadsheet,R-SKY,Montana,Random,Battleship,10,8/19/2023,8/19/2023,22,0.5909,0.5455,11,0.8462,1880,1361.3793,108722.95,1.14,3.2347,180764,3072602,5,0.23,0,0,0,0,20693.0909,86338,11,333
The_Walking_Spreadsheet,R-SKY,Gearing,Random,Destroyer,10,4/5/2023,4/5/2023,16,0.5625,0.5625,7,0.7778,1310,677.5862,41679.25,0.81,2.3785,98124,1092087,29,1.81,0,0,5,16.2162,48686.1875,123072,647,129
The_Walking_Spreadsheet,R-SKY,Yamato,Random,Battleship,10,8/19/2023,8/19/2023,52,0.5962,0.4808,22,0.7097,1554,1554,87235.42,0.88,3.3034,188097,4201202,4,0.08,0.0192,0,0,0,18862.6154,96340,180,58
Guradian,R-SKY,Schlieffen,Random,Battleship,10,9/16/2023,9/16/2023,29,0.4828,0.1379,3,0.2143,1812,1749.5172,109100.9,1.28,2.5553,299316,2680051,10,0.34,0,0.3448,4,22.5,19210.8621,76872,60,252
Guradian,R-SKY,Hindenburg,Random,Cruiser,10,9/13/2023,9/13/2023,14,0.5714,0.6429,7,0.875,1262,565.7241,80961.86,0.43,2.9962,126707,1491000,4,0.29,0,0,0,0,17597.5714,68357,101,146
Guradian,R-SKY,Grosser Kurfürst,Random,Battleship,10,9/17/2023,9/17/2023,59,0.4915,0.2373,12,0.4138,1412,1412,84097.12,0.69,3.1306,191145,3329600,15,0.25,0,0.2203,0,0,21099.4576,100909,166,388
Guradian,R-SKY,République,Random,Battleship,10,9/17/2023,9/17/2023,33,0.5152,0.3333,10,0.5882,1641,1641,114909.85,1.09,2.901,330897,3296700,4,0.12,0,0,0,0,24312.6061,71383,235,199
Guradian,R-SKY,Petropavlovsk,Random,Cruiser,10,9/16/2023,9/16/2023,36,0.3333,0.25,5,0.4167,606,606,49593.14,0.47,2.3771,140250,2131700,26,0.72,0,0.0278,0,0,19987.75,48294,233,347
Guradian,R-SKY,St. Vincent,Random,Battleship,10,9/17/2023,9/17/2023,58,0.5345,0.3793,21,0.6774,1439,1439,121713.72,1.07,2.7612,335123,2762722,6,0.1,0,0.0172,1,9.6,25915.3793,110034,115,783
Guradian,R-SKY,Hayate,Random,Destroyer,10,9/13/2023,9/14/2023,51,0.6275,0.4902,20,0.625,1247,1247,42727.04,0.73,2.1915,130837,1121132,64,1.25,0,0,20,19.8148,48497.4706,111854,1794,308
Guradian,R-SKY,Kremlin,Random,Battleship,10,9/17/2023,9/17/2023,26,0.5385,0.4231,9,0.6429,1529,1318.1034,90808.27,1.23,2.7181,162665,2984350,3,0.12,0.0385,0,0,0,26405.3462,79460,76,126
Guradian,R-SKY,Shimakaze,Random,Destroyer,10,9/17/2023,9/17/2023,32,0.4375,0.375,9,0.6429,987,987,40846.06,0.53,2.1286,92205,1180038,65,2.03,0,0,7,23.6508,46854.75,121533,936,158
Guradian,R-SKY,Des Moines,Random,Cruiser,10,9/14/2023,9/14/2023,12,0.5833,0.25,3,0.4286,1474,559.1034,60470.42,0.83,2.8358,134203,1382434,4,0.33,0,0,0,0,19238.5,53734,46,79
Guradian,R-SKY,Za?,Random,Cruiser,10,9/15/2023,9/15/2023,25,0.52,0.48,10,0.7692,2016,1668.4138,99599.4,1.28,2.479,177040,2529650,4,0.16,0,0,0,0,26940.92,95720,43,446
Guradian,R-SKY,Yamato,Random,Battleship,10,9/8/2023,9/8/2023,116,0.4828,0.3966,41,0.7321,1334,1334,90195.13,0.63,3.0963,212178,3468450,12,0.1,0.0086,0,0,0,19339.1121,107716,227,302
Guradian,R-SKY,Montana,Random,Battleship,10,9/17/2023,9/17/2023,102,0.5196,0.4902,39,0.7358,1525,1525,100948.93,0.78,3.0574,240343,3598500,10,0.1,0,0.0294,0,0,24305.3137,119676,208,822
36thFink,R-SKY,Gibraltar,Random,Cruiser,10,8/6/2023,8/6/2023,20,0.5,0.45,6,0.6,1194,782.2759,80386.4,0.8,2.518,200735,2571510,9,0.45,0,0.05,0,0,21717.05,104674,54,73
36thFink,R-SKY,Gouden Leeuw,Random,Cruiser,10,8/6/2023,8/6/2023,15,0.5333,0.4667,4,0.5,1110,535.8621,75123.93,0.53,2.364,165577,1841600,8,0.53,0,0,0,0,14260.8667,81544,26,103
36thFink,R-SKY,Slava,Random,Battleship,10,8/1/2023,8/1/2023,31,0.4194,0.4516,10,0.7692,1128,1128,104554.87,0.74,2.4826,178162,3262618,3,0.1,0.0323,0,0,0,20894.871,77839,198,90
36thFink,R-SKY,Conqueror,Random,Battleship,10,9/10/2022,9/10/2022,30,0.5333,0.5667,12,0.75,1343,1343,109903.7,0.93,3.7932,256320,2775598,7,0.23,0,0,0,0,19599,56926,97,207
36thFink,R-SKY,Yueyang,Random,Destroyer,10,9/15/2023,9/15/2023,33,0.5455,0.4848,11,0.6111,1628,1628,64109.52,1.24,2.3795,138135,1538636,61,1.85,0,0,17,10.3125,48518.5455,133519,1396,348
36thFink,R-SKY,Grosser Kurfürst,Random,Battleship,10,8/12/2023,8/12/2023,32,0.4063,0.1875,5,0.3846,1328,1328,80441.06,0.81,3.3709,149335,3352462,16,0.5,0,0.1875,0,0,20944.9063,59941,5,299
36thFink,R-SKY,Preussen,Random,Battleship,10,1/1/2023,1/1/2023,18,0.5,0.4444,3,0.3333,1349,790.7931,86498.11,0.89,2.9337,141850,3646600,3,0.17,0,0,0,0,17933.1111,75365,88,78
36thFink,R-SKY,Khabarovsk,Random,Destroyer,10,9/13/2023,9/13/2023,33,0.6061,0.5152,15,0.75,2002,2002,84880.58,0.85,2.2291,128051,2845835,67,2.03,0,0,2,33.3333,52731.4545,144243,824,342
36thFink,R-SKY,Småland,Random,Destroyer,10,9/15/2023,9/15/2023,40,0.575,0.5,17,0.7391,2086,2086,65971.18,1.3,2.7735,155842,1982500,70,1.75,0,0,7,13.6719,49187.3,175449,1545,568
36thFink,R-SKY,Venezia,Random,Cruiser,10,9/17/2023,9/17/2023,52,0.4231,0.5769,19,0.8636,1365,1365,91622.69,1.1,2.6226,186009,2574500,20,0.38,0,0,2,20.6571,24047.9231,63284,377,724
36thFink,R-SKY,République,Random,Battleship,10,8/14/2022,8/14/2022,40,0.45,0.375,13,0.7222,1398,1398,106028.1,0.95,3.1432,191851,3209600,6,0.15,0,0,0,0,18011.85,49125,189,186
36thFink,R-SKY,Gda?sk,Random,Destroyer,10,9/15/2023,9/15/2023,8,0.375,0.25,2,0.6667,1208,291.5862,65831.63,1,2.4959,112395,1067100,11,1.38,0,0,1,15.5556,43828.75,71184,265,139
36thFink,R-SKY,San Martín,Random,Cruiser,10,9/2/2023,9/2/2023,10,0.7,0.6,5,0.7143,1724,535.0345,80078.9,1.2,2.1799,145647,1077167,7,0.7,0,0,3,14.0909,28834.1,84448,91,56
36thFink,R-SKY,Plymouth,Random,Cruiser,10,9/17/2023,9/17/2023,19,0.5789,0.5789,10,0.9091,1510,937.2414,68083.53,1.21,2.883,138330,1470400,8,0.42,0,0,0,0,25771.5789,113102,227,228
36thFink,R-SKY,Bourgogne,Random,Battleship,10,7/21/2023,7/21/2023,17,0.7059,0.7647,9,0.75,1707,941.7931,123728.12,1.65,3.3427,181238,2398030,4,0.24,0,0.0588,0,0,24518.2353,72462,28,107
36thFink,R-SKY,Yodo,Random,Cruiser,10,8/11/2023,8/11/2023,17,0.3529,0.4706,6,1,1283,707.8621,76818.76,0.82,3.1001,128400,2145833,6,0.35,0,0.1176,1,52.5,13804.1176,39241,64,65
36thFink,R-SKY,Goliath,Random,Cruiser,10,9/17/2023,9/17/2023,42,0.5952,0.5238,18,0.72,1478,1478,93736.67,1,3.0035,208566,2771033,21,0.5,0,0,3,28.8889,24396.9762,86768,665,533
36thFink,R-SKY,Hindenburg,Random,Cruiser,10,9/13/2023,9/13/2023,55,0.6182,0.5455,26,0.7647,1900,1900,97890.27,1.02,3.0998,190342,2789577,21,0.38,0,0,3,9.5,24768.2545,126243,198,426
36thFink,R-SKY,Thunderer,Random,Battleship,10,8/12/2023,8/12/2023,119,0.5714,0.563,58,0.8529,1725,1725,126286.45,1.15,3.087,256038,2802119,20,0.17,0.0084,0.0084,0,0,20694.1261,148798,588,420
36thFink,R-SKY,Austin,Random,Cruiser,10,8/15/2023,8/15/2023,4,0.75,1,3,1,1936,200.2759,78383.5,1.5,2.9224,94531,1215133,1,0.25,0,0,0,0,23893.75,41059,0,0
36thFink,R-SKY,Ohio,Random,Battleship,10,8/11/2023,8/11/2023,39,0.6667,0.6154,23,0.8846,1596,1596,107943.97,1.21,3.3025,216813,4282100,6,0.15,0,0.0513,0,0,27914.3846,140787,285,438
36thFink,R-SKY,Salem,Random,Cruiser,10,8/4/2023,8/5/2023,31,0.6774,0.5161,14,0.6667,1768,1768,78738.42,0.9,3.0852,173671,2925300,8,0.26,0,0.0323,0,0,22178.871,104488,286,271
36thFink,R-SKY,Marseille,Random,Cruiser,10,7/21/2023,7/21/2023,12,0.6667,0.75,7,0.875,1502,569.7241,100044.5,0.83,2.4327,175502,2437500,4,0.33,0,0,0,0,20604,38662,95,11
36thFink,R-SKY,Jinan,Random,Cruiser,10,8/12/2023,8/12/2023,15,0.7333,0.8,11,1,1937,935.1034,90283,0.6,3.3037,202201,987000,9,0.6,0,0,0,0,24534,48765,453,222
36thFink,R-SKY,Forrest Sherman,Random,Destroyer,10,9/15/2023,9/15/2023,96,0.5208,0.4688,38,0.76,2242,2242,93059.91,1.01,2.2396,226541,1834500,140,1.46,0,0,1,22,24351.3958,88905,2077,1438
36thFink,R-SKY,Attilio Regolo,Random,Destroyer,10,9/15/2023,9/15/2023,11,0.5455,0.2727,3,0.5,1004,346.2069,50101.36,0.55,2.1004,156020,1040850,25,2.27,0,0,1,22.9333,44566.0909,183498,442,126
36thFink,R-SKY,Mecklenburg,Random,Battleship,10,8/1/2023,8/1/2023,12,0.6667,0.5833,7,0.875,1378,522.6897,116108.83,0.75,2.8509,177070,3231298,4,0.33,0,0,0,0,33573.75,62068,126,41
36thFink,R-SKY,Castilla,Random,Cruiser,10,9/17/2023,9/17/2023,1,1,0,0,0,2979,0,133394,3,2.5,133394,1837631,0,0,0,0,0,0,625,625,0,25
36thFink,R-SKY,Henri IV,Random,Cruiser,10,9/17/2023,9/17/2023,38,0.6053,0.6579,18,0.7826,1746,1746,96821.39,1.16,3.0016,242413,2627340,15,0.39,0.0263,0.0263,0,0,16384.4211,79292,463,362
36thFink,R-SKY,Yoshino,Random,Cruiser,10,8/12/2023,8/12/2023,126,0.4921,0.4921,48,0.7742,1369,1369,86994.51,0.75,3.2425,246110,2566800,21,0.17,0,0.0079,7,50.1481,16448.9524,132076,496,919
36thFink,R-SKY,Druid,Random,Destroyer,10,9/15/2023,9/15/2023,12,0.5833,0.5833,5,0.7143,1520,576.5517,69240.08,1.08,1.9907,163296,1715948,19,1.58,0,0,0,0,30202.8333,63389,140,84
36thFink,R-SKY,Schlieffen,Random,Battleship,10,9/17/2023,9/17/2023,17,0.7059,0.4706,7,0.5833,2118,1168.5517,102104.94,1.71,2.6869,194193,2871732,0,0,0,0.6471,1,85.3333,23238.5294,68069,131,300
36thFink,R-SKY,Ragnar,Random,Destroyer,10,9/15/2023,9/15/2023,11,0.5455,0.5455,6,1,1431,493.4483,71485.82,0.91,2.3683,135921,1997867,20,1.82,0,0,0,0,49702.4545,120906,43,163
36thFink,R-SKY,Minotaur,Random,Cruiser,10,9/17/2023,9/17/2023,31,0.4516,0.5806,13,0.9286,1697,1697,83125.19,1.06,3.2589,151984,1801476,13,0.42,0,0,3,33.2,22666.3871,106909,488,560
36thFink,R-SKY,Daring,Random,Destroyer,10,9/15/2023,9/15/2023,82,0.7805,0.622,47,0.7344,2902,2902,87081.22,1.41,2.3139,235140,2721963,150,1.83,0,0,18,17.6378,55938.7439,215785,2537,1024
36thFink,R-SKY,Cristoforo Colombo,Random,Battleship,10,8/4/2023,8/4/2023,32,0.5313,0.4375,13,0.7647,1327,1327,96259.44,0.97,3.4149,219435,2416600,5,0.16,0.0313,0.0313,0,0,22929.7188,78508,313,180
36thFink,R-SKY,Elbing,Random,Destroyer,10,9/15/2023,9/15/2023,24,0.5,0.2917,7,0.5833,1418,1124.6207,69945.38,0.92,1.6174,175084,1653534,31,1.29,0.0417,0,3,30.7143,27639,74117,484,293
36thFink,R-SKY,Harugumo,Random,Destroyer,10,9/13/2023,9/13/2023,18,0.4444,0.3333,5,0.625,1524,893.3793,62602.61,0.94,2.8682,149812,1462400,27,1.5,0,0,1,28.2,45785.1111,189309,171,119
36thFink,R-SKY,Vampire II,Random,Destroyer,10,9/15/2023,9/15/2023,31,0.7097,0.4194,13,0.5909,2289,2289,75663.35,1.39,2.4066,151618,1579068,68,2.19,0,0,5,13.3333,41859.0645,182032,683,236
36thFink,R-SKY,Delny,Random,Destroyer,10,9/15/2023,9/15/2023,16,0.5,0.5,6,0.75,1682,870,83321.75,1.13,2.2916,142621,2393215,27,1.69,0,0,2,19,41955.1875,124577,448,270
36thFink,R-SKY,St. Vincent,Random,Battleship,10,8/4/2023,8/4/2023,11,0.6364,0.6364,6,0.8571,1562,538.6207,123402,1.09,2.8175,215336,2734500,1,0.09,0,0,1,11.5,24329.1818,54723,91,67
36thFink,R-SKY,Puerto Rico,Random,Cruiser,10,8/7/2023,8/7/2023,17,0.5294,0.4706,8,0.8889,1996,1101.2414,104439.24,1.12,2.9856,175518,3164400,12,0.71,0,0,0,0,19768,65697,20,86
36thFink,R-SKY,Kléber,Random,Destroyer,10,9/16/2023,9/16/2023,41,0.5122,0.3659,13,0.619,1478,1478,62059.73,1.12,2.4568,143214,1685700,71,1.73,0,0,7,18,44000.5122,192151,752,561
36thFink,R-SKY,Worcester,Random,Cruiser,10,9/17/2023,9/17/2023,130,0.5692,0.4923,49,0.6622,1913,1913,84618.83,0.95,3.9938,185984,3031334,71,0.55,0,0,0,0,18482.8077,89707,1322,1196
36thFink,R-SKY,Hayate,Random,Destroyer,10,9/15/2023,9/15/2023,43,0.6744,0.5116,21,0.7241,2353,2353,75208.02,1.16,2.6066,177366,1743163,65,1.51,0,0,10,18.5088,31422.6512,109144,1212,543
36thFink,R-SKY,Louisiana,Random,Battleship,10,8/7/2023,8/7/2023,15,0.5333,0.4667,7,0.875,938,452.8276,78209.93,0.73,2.4048,166697,3044800,8,0.53,0,0.0667,0,0,35827.0667,126825,37,177
36thFink,R-SKY,Álvaro de Bazán,Random,Destroyer,10,9/15/2023,9/15/2023,1,1,1,1,1,1956,0,47950,1,2.424,47950,1082337,1,1,0,0,0,0,55978,55978,169,0
36thFink,R-SKY,Grozovoi,Random,Destroyer,10,9/15/2023,9/15/2023,32,0.4688,0.4688,11,0.7333,1905,1905,70785.94,0.72,2.1232,174018,2314900,70,2.19,0,0,8,14.5918,42195.3125,127329,899,421
36thFink,R-SKY,Kremlin,Random,Battleship,10,12/10/2022,12/10/2022,31,0.6452,0.4194,11,0.55,1592,1592,93060.58,1.06,2.8905,171246,4424202,6,0.19,0.0645,0,0,0,20794.5806,79897,68,280
36thFink,R-SKY,Z-52,Random,Destroyer,10,9/15/2023,9/15/2023,32,0.5938,0.5313,14,0.7368,2134,2134,61110.66,0.94,2.1212,149224,1280622,66,2.06,0,0,6,14.3871,56610.6875,247190,1772,602
36thFink,R-SKY,Shikishima,Random,Battleship,10,8/4/2023,8/4/2023,41,0.5366,0.5366,17,0.7727,1394,1394,116285.02,1,2.9301,242933,4017736,6,0.15,0.0244,0,0,0,16402.9268,54377,97,119
36thFink,R-SKY,Alexander Nevsky,Random,Cruiser,10,9/17/2023,9/17/2023,31,0.5806,0.5484,15,0.8333,1295,1295,75943.77,0.74,3.006,150163,2677000,29,0.94,0,0,0,0,21401.2581,58718,251,390
36thFink,R-SKY,Colbert,Random,Cruiser,10,8/14/2023,8/14/2023,18,0.6111,0.5556,8,0.7273,1676,982.4828,82716.72,1.17,3.4379,167801,1472766,5,0.28,0,0,0,0,14297,45883,177,119
36thFink,R-SKY,Napoli,Random,Cruiser,10,8/12/2023,8/12/2023,33,0.6667,0.5758,17,0.7727,1824,1824,80021.67,1.09,2.6563,130219,2724997,23,0.7,0,0.2727,5,15.5714,34662.2727,108751,455,392
36thFink,R-SKY,Moskva,Random,Cruiser,10,9/13/2023,9/13/2023,44,0.5682,0.4091,16,0.64,1659,1659,68615.23,1.02,2.5934,149487,3465000,24,0.55,0.0227,0.0227,0,0,29083.0227,92214,143,539
36thFink,R-SKY,Petropavlovsk,Random,Cruiser,10,9/3/2023,9/3/2023,34,0.5588,0.5294,14,0.7368,1903,1903,90485.65,1.24,2.2588,171155,2480909,29,0.85,0.0294,0,0,0,26876.1471,87457,497,616
36thFink,R-SKY,Incomparable,Random,Battleship,10,8/11/2023,8/11/2023,15,0.6667,0.4,6,0.6,942,454.7586,69523.33,0.73,2.622,124529,2274924,2,0.13,0,0,0,0,17946.0667,55135,41,105
36thFink,R-SKY,Marceau,Random,Destroyer,10,9/16/2023,9/16/2023,35,0.5143,0.4,10,0.5556,2164,2164,66554.46,1.2,2.5304,150312,2018468,65,1.86,0,0,6,11.8302,40034.3143,127965,1121,215
36thFink,R-SKY,Vermont,Random,Battleship,10,8/14/2022,8/14/2022,30,0.5333,0.4333,13,0.8125,1460,1460,102056.93,1.07,3.0754,201744,3602200,3,0.1,0.0333,0,0,0,19881.7667,73985,147,84
36thFink,R-SKY,Tromp,Random,Destroyer,10,9/15/2023,9/15/2023,26,0.8077,0.4615,11,0.5238,2075,1788.7931,71746.38,0.69,2.3328,173933,2937500,31,1.19,0,0,0,0,34249.1923,136002,516,649
36thFink,R-SKY,Halland,Random,Destroyer,10,9/13/2023,9/13/2023,44,0.5227,0.3636,10,0.4348,1441,1441,52868.11,0.84,2.9374,169036,1201319,73,1.66,0,0,9,9.8798,54075.4091,164244,1706,300
36thFink,R-SKY,Shimakaze,Random,Destroyer,10,9/13/2023,9/13/2023,77,0.4286,0.3247,22,0.6667,1307,1307,47589.61,0.82,2.034,196469,973500,162,2.1,0,0,41,19.8857,37704.9481,182794,3224,340
36thFink,R-SKY,Za?,Random,Cruiser,10,9/17/2023,9/17/2023,33,0.4848,0.4848,12,0.75,1555,1555,79057.88,1.12,2.8868,150388,2265950,12,0.36,0,0,2,55,26432.7879,138094,388,372
36thFink,R-SKY,Montana,Random,Battleship,10,8/11/2023,8/11/2023,138,0.5145,0.3623,43,0.6056,1327,1327,85716.46,0.84,3.4864,271652,4970202,22,0.16,0.0072,0.0145,0,0,23118.3623,124650,196,701
36thFink,R-SKY,Gearing,Random,Destroyer,10,9/13/2023,9/13/2023,17,0.5294,0.5294,8,0.8889,2193,1209.931,71452.94,1,2.5326,146123,2302433,35,2.06,0,0,6,14,69069.2941,154662,802,132
36thFink,R-SKY,Yamato,Random,Battleship,10,9/10/2022,9/10/2022,33,0.4545,0.303,9,0.6,1415,1415,95308.15,0.7,3.2284,183228,3276270,5,0.15,0.0303,0,0,0,21474.7879,86814,169,104
36thFink,R-SKY,Des Moines,Random,Cruiser,10,8/11/2023,8/11/2023,36,0.5833,0.4444,14,0.6667,1723,1723,73352.44,0.81,2.7196,197136,2474900,26,0.72,0,0,0,0,23670.75,94741,432,264
_Redback,R-SKY,Gibraltar,Random,Cruiser,10,9/15/2023,9/15/2023,6,0.8333,0.8333,5,1,1485,256.0345,46327,2,3.6606,88364,1282634,0,0,0,0.3333,0,0,23240,37421,158,44
_Redback,R-SKY,Slava,Random,Battleship,10,9/15/2023,9/15/2023,45,0.5778,0.4222,17,0.6538,1018,1018,82219.33,0.73,2.6933,175896,2851451,2,0.04,0,0,0,0,15506.0889,54900,18,252
_Redback,R-SKY,Conqueror,Random,Battleship,10,9/15/2023,9/15/2023,13,0.5385,0.4615,5,0.7143,1004,415.4483,88953,0.69,4.235,175292,2662078,1,0.08,0,0,0,0,27399.6154,45864,28,83
_Redback,R-SKY,Hindenburg,Random,Cruiser,10,7/8/2023,7/8/2023,146,0.4863,0.2671,32,0.4507,842,842,52141.68,0.66,3.9796,140704,2237900,59,0.4,0.0068,0.0205,25,23.5644,24095.7397,151230,769,873
_Redback,R-SKY,Grosser Kurfürst,Random,Battleship,10,5/26/2023,5/26/2023,22,0.5909,0.2273,4,0.3077,1205,872.5862,67007.64,0.64,4.0918,130565,3338000,2,0.09,0.0455,0.0909,0,0,24603.9091,61261,88,376
_Redback,R-SKY,Preussen,Random,Battleship,10,5/5/2023,5/5/2023,34,0.5882,0.4118,11,0.55,1308,1308,80742.65,0.79,3.5362,201761,3154698,12,0.35,0,0.1471,0,0,18251.1765,66142,76,115
_Redback,R-SKY,Småland,Random,Destroyer,10,9/17/2023,9/17/2023,1,0,0,0,0,393,0,11070,1,2.7556,11070,971268,3,3,0,0,0,0,85280,85280,61,9
_Redback,R-SKY,République,Random,Battleship,10,9/15/2023,9/15/2023,87,0.5632,0.2184,18,0.3673,1107,1107,78938.49,0.82,3.719,192426,3042470,9,0.1,0.0575,0.0805,0,0,21153.8966,87841,305,540
_Redback,R-SKY,Vermont,Random,Battleship,10,8/31/2023,8/31/2023,3,0.6667,0.3333,1,0.5,1435,98.9655,91929.67,1,3.8926,143908,2011090,0,0,0,0,0,0,22137.3333,33798,0,12
_Redback,R-SKY,San Martín,Random,Cruiser,10,9/15/2023,9/15/2023,3,1,0.3333,1,0.3333,847,58.4138,22335,0.67,3.2773,44865,809800,0,0,0,0,1,15,89055.3333,133841,103,4
_Redback,R-SKY,Bourgogne,Random,Battleship,10,9/10/2023,9/10/2023,338,0.5592,0.3669,107,0.5661,1047,1047,96401.54,0.98,3.6193,210678,3566900,44,0.13,0.0148,0.0414,0,0,23422.7544,116685,1147,1900
_Redback,R-SKY,Plymouth,Random,Cruiser,10,12/10/2022,12/10/2022,4,0.25,0.25,1,1,576,59.5862,40072.5,0.75,4.0136,70100,722716,1,0.25,0,0,0,0,27397.5,47530,2,70
_Redback,R-SKY,Goliath,Random,Cruiser,10,5/6/2023,5/6/2023,2,0.5,0,0,0,335,11.5517,28289.5,0.5,3.4,54038,626400,0,0,0,0,0,0,2946.5,5893,0,0
_Redback,R-SKY,Schlieffen,Random,Battleship,10,9/13/2023,9/13/2023,217,0.5161,0.1521,32,0.2857,1341,1341,85260.59,0.94,3.0302,243221,3940500,65,0.3,0.0092,0.4885,11,67.1364,21701.3779,94819,1450,1487
_Redback,R-SKY,Thunderer,Random,Battleship,10,3/10/2023,3/10/2023,29,0.3103,0.2069,5,0.5556,807,779.1724,85252.1,0.69,3.3167,158907,2700032,3,0.1,0,0,0,0,16947.7931,49878,109,65
_Redback,R-SKY,Ohio,Random,Battleship,10,9/16/2023,9/16/2023,210,0.6143,0.4238,76,0.5891,1286,1286,93728.99,0.99,3.5545,190347,4970200,31,0.15,0.019,0.1238,0,0,23076.3476,96119,716,873
_Redback,R-SKY,Salem,Random,Cruiser,10,6/11/2023,6/11/2023,13,0.5385,0.3846,5,0.7143,1086,449.3793,53350.62,0.77,3.2649,142503,1858998,8,0.62,0,0,0,0,37134.5385,108201,54,4
_Redback,R-SKY,Sevastopol,Random,Cruiser,10,8/18/2023,8/18/2023,30,0.5,0.3333,8,0.5333,1052,1052,67609.23,1,2.3738,148568,2214598,8,0.27,0.0333,0.0333,0,0,28180.3,85884,190,74
_Redback,R-SKY,Marseille,Random,Cruiser,10,8/12/2023,8/12/2023,2,1,0.5,1,0.5,1062,36.6207,55020.5,0.5,3.0909,55159,1011500,1,0.5,0,0,0,0,84390.5,110114,0,0
_Redback,R-SKY,Forrest Sherman,Random,Destroyer,10,6/23/2023,6/23/2023,1,1,1,1,1,1779,0,49739,1,2.4627,49739,794300,0,0,0,0,0,0,10475,10475,0,5
_Redback,R-SKY,Mecklenburg,Random,Battleship,10,9/15/2023,9/15/2023,95,0.5158,0.2316,19,0.3878,860,860,82145.76,0.77,3.442,206597,3329000,17,0.18,0.0211,0.1474,3,32.2105,22173.0526,88721,306,490
_Redback,R-SKY,Smolensk,Random,Cruiser,10,9/16/2022,9/16/2022,4,0.5,0.25,1,0.5,724,74.8966,53164.75,0.5,3.1833,80963,1281668,0,0,0,0,0,0,9841.25,27325,0,0
_Redback,R-SKY,Henri IV,Random,Cruiser,10,4/9/2023,4/9/2023,42,0.4524,0.381,13,0.6842,973,973,62405.55,0.93,3.8824,136457,2578566,14,0.33,0,0,1,78,19021.7857,74488,288,257
_Redback,R-SKY,Druid,Random,Destroyer,10,1/29/2022,1/29/2022,3,1,0.6667,2,0.6667,1139,78.5517,33368.67,1,2.6871,64473,956302,7,2.33,0,0,0,0,37610.6667,58893,65,1
_Redback,R-SKY,Minotaur,Random,Cruiser,10,8/6/2023,8/6/2023,149,0.4497,0.3624,36,0.5373,1057,1057,53638.13,0.9,4.0976,155242,1644750,89,0.6,0.0067,0,17,39.6503,15197.6913,78404,1803,935
_Redback,R-SKY,Daring,Random,Destroyer,10,4/25/2023,4/25/2023,6,0.5,0.5,3,1,347,59.8276,20607.5,0.33,3.216,49217,966000,4,0.67,0,0,0,0,30934.8333,80238,262,2
_Redback,R-SKY,Cristoforo Colombo,Random,Battleship,10,9/15/2023,9/15/2023,66,0.5303,0.4242,25,0.7143,1156,1156,86953.64,0.85,4.1436,203612,3614332,19,0.29,0,0.0455,0,0,26612.2424,95849,128,191
_Redback,R-SKY,Vampire II,Random,Destroyer,10,9/17/2023,9/17/2023,14,0.2143,0.1429,2,0.6667,1080,484.1379,46789.21,1,2.7845,117988,1215540,19,1.36,0,0,2,15.2,35368.9286,79916,517,27
_Redback,R-SKY,St. Vincent,Random,Battleship,10,9/15/2023,9/15/2023,51,0.5294,0.2745,11,0.4074,1025,1025,91887.78,0.88,3.2708,190181,2968700,10,0.2,0.0588,0.0588,5,20.5625,23677.6078,93493,187,108
_Redback,R-SKY,Kremlin,Random,Battleship,10,3/19/2023,3/19/2023,12,0.4167,0.3333,4,0.8,929,352.3793,74797.25,0.67,2.8198,115410,3029440,0,0,0.0833,0,0,0,26203.1667,89645,66,38
_Redback,R-SKY,Shikishima,Random,Battleship,10,9/15/2023,9/15/2023,3,0.6667,0.3333,0,0,708,48.8276,68767.67,0.33,3.3699,97985,2768300,0,0,0,0,0,0,38985.6667,57165,0,0
